Time_Step,FIRST_FIT,BEST_FIT,WORST_FIT,BUDDY,MIXED
4929,0.9114,0.9575,0.8169,0.7115,0.8984
4930,0.9113,0.9574,0.8176,0.7121,0.8991
4931,0.9114,0.9575,0.8177,0.7121,0.8992
4932,0.9114,0.9575,0.8177,0.7121,0.8992
4933,0.9113,0.9573,0.8177,0.7122,0.8992
4934,0.9114,0.9574,0.8177,0.7123,0.8992
4935,0.9113,0.9573,0.8177,0.7123,0.8991
4936,0.9105,0.9565,0.8170,0.7120,0.8984
4937,0.9108,0.9567,0.8172,0.7122,0.8986
4938,0.9113,0.9572,0.8177,0.7121,0.8991
4939,0.9105,0.9564,0.8170,0.7120,0.8984
4940,0.9102,0.9561,0.8167,0.7116,0.8980
4941,0.9103,0.9563,0.8169,0.7117,0.8982
4942,0.9107,0.9567,0.8172,0.7120,0.8986
4943,0.9111,0.9570,0.8175,0.7123,0.8989
4944,0.9112,0.9571,0.8176,0.7123,0.8990
4945,0.9111,0.9570,0.8175,0.7120,0.8989
4946,0.9111,0.9571,0.8176,0.7120,0.8990
4947,0.9112,0.9571,0.8177,0.7117,0.8990
4948,0.9116,0.9576,0.8174,0.7120,0.8995
4949,0.9122,0.9581,0.8172,0.7120,0.9000
4950,0.9122,0.9581,0.8173,0.7121,0.9000
4951,0.9114,0.9573,0.8167,0.7117,0.8993
4952,0.9107,0.9565,0.8175,0.7114,0.9002
4953,0.9113,0.9571,0.8174,0.7118,0.9000
4954,0.9114,0.9580,0.8175,0.7120,0.9000
4955,0.9114,0.9580,0.8176,0.7122,0.9001
4956,0.9119,0.9586,0.8174,0.7121,0.8998
4957,0.9120,0.9586,0.8174,0.7121,0.8998
4958,0.9121,0.9588,0.8176,0.7117,0.9000
4959,0.9113,0.9580,0.8169,0.7114,0.8992
4960,0.9111,0.9577,0.8167,0.7112,0.8990
4961,0.9113,0.9579,0.8169,0.7114,0.8992
4962,0.9120,0.9587,0.8175,0.7114,0.8999
4963,0.9123,0.9590,0.8178,0.7116,0.9002
4964,0.9118,0.9584,0.8173,0.7115,0.8997
4965,0.9113,0.9580,0.8169,0.7110,0.8992
4966,0.9113,0.9579,0.8168,0.7103,0.8992
4967,0.9116,0.9582,0.8171,0.7106,0.8995
4968,0.9112,0.9578,0.8167,0.7100,0.8991
4969,0.9111,0.9586,0.8174,0.7106,0.8991
4970,0.9109,0.9584,0.8172,0.7101,0.8988
4971,0.9110,0.9584,0.8173,0.7101,0.8989
4972,0.9107,0.9582,0.8171,0.7097,0.8986
4973,0.9107,0.9582,0.8172,0.7104,0.8987
4974,0.9106,0.9580,0.8171,0.7097,0.8986
4975,0.9110,0.9584,0.8174,0.7099,0.8989
4976,0.9109,0.9582,0.8173,0.7105,0.8988
4977,0.9101,0.9574,0.8166,0.7100,0.8980
4978,0.9097,0.9570,0.8163,0.7100,0.8976
4979,0.9104,0.9578,0.8169,0.7106,0.8983
4980,0.9106,0.9579,0.8171,0.7107,0.8985
4981,0.9099,0.9573,0.8165,0.7106,0.8979
4982,0.9101,0.9575,0.8167,0.7108,0.8981
4983,0.9109,0.9573,0.8167,0.7114,0.8980
4984,0.9109,0.9573,0.8168,0.7120,0.8980
4985,0.9105,0.9569,0.8164,0.7116,0.8976
4986,0.9110,0.9574,0.8168,0.7120,0.8981
4987,0.9112,0.9577,0.8171,0.7122,0.8984
4988,0.9112,0.9576,0.8172,0.7124,0.8984
4989,0.9117,0.9582,0.8176,0.7123,0.8989
4990,0.9122,0.9586,0.8180,0.7121,0.8985
4991,0.9114,0.9578,0.8173,0.7114,0.8978
4992,0.9118,0.9583,0.8177,0.7118,0.8982
4993,0.9118,0.9582,0.8177,0.7124,0.8989
4994,0.9116,0.9579,0.8175,0.7117,0.8987
4995,0.9115,0.9579,0.8176,0.7123,0.8987
4996,0.9109,0.9572,0.8170,0.7123,0.8981
4997,0.9109,0.9572,0.8170,0.7123,0.8981
4998,0.9105,0.9568,0.8167,0.7120,0.8977
4999,0.9099,0.9562,0.8161,0.7114,0.8971
5000,0.9095,0.9557,0.8157,0.7113,0.8967
5001,0.9095,0.9557,0.8157,0.7109,0.8967
5002,0.9086,0.9548,0.8150,0.7103,0.8958
5003,0.9090,0.9553,0.8154,0.7106,0.8963
5004,0.9092,0.9554,0.8155,0.7107,0.8964
5005,0.9085,0.9547,0.8149,0.7101,0.8957
5006,0.9094,0.9556,0.8156,0.7107,0.8966
5007,0.9087,0.9549,0.8151,0.7105,0.8960
5008,0.9092,0.9554,0.8155,0.7109,0.8964
5009,0.9098,0.9560,0.8160,0.7113,0.8970
5010,0.9095,0.9557,0.8157,0.7113,0.8967
5011,0.9090,0.9552,0.8153,0.7106,0.8962
5012,0.9099,0.9561,0.8161,0.7113,0.8963
5013,0.9093,0.9556,0.8156,0.7111,0.8957
5014,0.9095,0.9557,0.8158,0.7112,0.8959
5015,0.9101,0.9564,0.8163,0.7112,0.8965
5016,0.9105,0.9568,0.8167,0.7116,0.8969
5017,0.9112,0.9575,0.8173,0.7116,0.8968
5018,0.9115,0.9578,0.8175,0.7118,0.8971
5019,0.9118,0.9581,0.8178,0.7120,0.8974
5020,0.9120,0.9583,0.8180,0.7116,0.8975
5021,0.9121,0.9585,0.8181,0.7117,0.8977
5022,0.9115,0.9579,0.8176,0.7110,0.8971
5023,0.9120,0.9584,0.8180,0.7114,0.8976
5024,0.9120,0.9583,0.8181,0.7120,0.8976
5025,0.9124,0.9587,0.8184,0.7123,0.8979
5026,0.9130,0.9584,0.8183,0.7123,0.8985
5027,0.9129,0.9583,0.8183,0.7123,0.8985
5028,0.9123,0.9577,0.8177,0.7122,0.8979
5029,0.9123,0.9577,0.8178,0.7122,0.8979
5030,0.9123,0.9577,0.8178,0.7122,0.8979
5031,0.9123,0.9577,0.8178,0.7122,0.8979
5032,0.9125,0.9579,0.8179,0.7123,0.8981
5033,0.9124,0.9578,0.8180,0.7124,0.8989
5034,0.9124,0.9578,0.8180,0.7126,0.8988
5035,0.9116,0.9569,0.8173,0.7123,0.8981
5036,0.9114,0.9567,0.8171,0.7122,0.8978
5037,0.9116,0.9569,0.8173,0.7124,0.8980
5038,0.9118,0.9571,0.8174,0.7125,0.8982
5039,0.9121,0.9575,0.8178,0.7123,0.8986
5040,0.9130,0.9575,0.8179,0.7125,0.8986
5041,0.9132,0.9577,0.8181,0.7126,0.8988
5042,0.9137,0.9582,0.8179,0.7126,0.8994
5043,0.9135,0.9580,0.8177,0.7125,0.8991
5044,0.9132,0.9577,0.8175,0.7122,0.8989
5045,0.9133,0.9578,0.8175,0.7122,0.8989
5046,0.9134,0.9579,0.8176,0.7123,0.8990
5047,0.9136,0.9581,0.8177,0.7124,0.8992
5048,0.9134,0.9588,0.8177,0.7125,0.8991
5049,0.9133,0.9585,0.8176,0.7125,0.8989
5050,0.9135,0.9588,0.8178,0.7126,0.8991
5051,0.9134,0.9586,0.8178,0.7127,0.8990
5052,0.9132,0.9584,0.8177,0.7127,0.8989
5053,0.9128,0.9580,0.8174,0.7121,0.8985
5054,0.9128,0.9579,0.8174,0.7126,0.8984
5055,0.9128,0.9579,0.8175,0.7128,0.8985
5056,0.9129,0.9580,0.8176,0.7129,0.8986
5057,0.9121,0.9572,0.8169,0.7124,0.8978
5058,0.9122,0.9573,0.8170,0.7125,0.8979
5059,0.9126,0.9577,0.8173,0.7128,0.8983
5060,0.9121,0.9571,0.8168,0.7128,0.8978
5061,0.9126,0.9577,0.8173,0.7127,0.8983
5062,0.9120,0.9571,0.8168,0.7122,0.8977
5063,0.9124,0.9575,0.8172,0.7125,0.8981
5064,0.9122,0.9573,0.8170,0.7124,0.8979
5065,0.9122,0.9572,0.8177,0.7125,0.8979
5066,0.9121,0.9570,0.8177,0.7126,0.8978
5067,0.9112,0.9562,0.8169,0.7119,0.8970
5068,0.9117,0.9567,0.8174,0.7123,0.8975
5069,0.9115,0.9565,0.8172,0.7122,0.8973
5070,0.9119,0.9569,0.8175,0.7125,0.8976
5071,0.9121,0.9570,0.8176,0.7126,0.8978
5072,0.9126,0.9576,0.8175,0.7125,0.8983
5073,0.9127,0.9577,0.8176,0.7126,0.8985
5074,0.9130,0.9581,0.8179,0.7123,0.8988
5075,0.9136,0.9586,0.8177,0.7122,0.8993
5076,0.9136,0.9587,0.8177,0.7123,0.8993
5077,0.9133,0.9583,0.8175,0.7122,0.8998
5078,0.9126,0.9574,0.8170,0.7119,0.8991
5079,0.9133,0.9582,0.8177,0.7119,0.8998
5080,0.9134,0.9583,0.8177,0.7120,0.8999
5081,0.9134,0.9584,0.8178,0.7121,0.9000
5082,0.9137,0.9586,0.8180,0.7118,0.9002
5083,0.9130,0.9579,0.8174,0.7116,0.8995
5084,0.9134,0.9583,0.8178,0.7119,0.8999
5085,0.9129,0.9578,0.8174,0.7114,0.8995
5086,0.9132,0.9581,0.8176,0.7116,0.8998
5087,0.9136,0.9585,0.8179,0.7119,0.9001
5088,0.9136,0.9585,0.8181,0.7121,0.9002
5089,0.9136,0.9584,0.8180,0.7117,0.9001
5090,0.9137,0.9586,0.8181,0.7118,0.9002
5091,0.9135,0.9592,0.8180,0.7118,0.9001
5092,0.9127,0.9584,0.8173,0.7114,0.8992
5093,0.9124,0.9580,0.8170,0.7112,0.8989
5094,0.9126,0.9582,0.8172,0.7114,0.8991
5095,0.9128,0.9585,0.8174,0.7115,0.8993
5096,0.9122,0.9578,0.8168,0.7111,0.8987
5097,0.9117,0.9573,0.8164,0.7105,0.8983
5098,0.9108,0.9564,0.8156,0.7098,0.8974
5099,0.9111,0.9567,0.8159,0.7100,0.8977
5100,0.9115,0.9572,0.8162,0.7103,0.8981
5101,0.9110,0.9567,0.8158,0.7100,0.8976
5102,0.9104,0.9559,0.8152,0.7094,0.8970
5103,0.9110,0.9566,0.8158,0.7099,0.8976
5104,0.9118,0.9574,0.8165,0.7105,0.8984
5105,0.9119,0.9576,0.8166,0.7106,0.8985
5106,0.9114,0.9570,0.8161,0.7103,0.8980
5107,0.9107,0.9563,0.8155,0.7099,0.8973
5108,0.9108,0.9564,0.8156,0.7100,0.8974
5109,0.9109,0.9565,0.8157,0.7101,0.8975
5110,0.9105,0.9561,0.8154,0.7101,0.8971
5111,0.9111,0.9567,0.8158,0.7105,0.8977
5112,0.9117,0.9574,0.8164,0.7110,0.8983
5113,0.9109,0.9565,0.8157,0.7109,0.8975
5114,0.9112,0.9568,0.8160,0.7111,0.8978
5115,0.9117,0.9573,0.8164,0.7115,0.8982
5116,0.9109,0.9565,0.8157,0.7109,0.8975
5117,0.9103,0.9559,0.8151,0.7105,0.8969
5118,0.9110,0.9566,0.8158,0.7111,0.8976
5119,0.9109,0.9574,0.8164,0.7117,0.8983
5120,0.9106,0.9571,0.8162,0.7111,0.8980
5121,0.9103,0.9567,0.8158,0.7106,0.8977
5122,0.9102,0.9574,0.8165,0.7112,0.8984
5123,0.9100,0.9572,0.8163,0.7109,0.8981
5124,0.9101,0.9573,0.8164,0.7110,0.8983
5125,0.9103,0.9575,0.8166,0.7111,0.8984
5126,0.9096,0.9568,0.8160,0.7109,0.8978
5127,0.9088,0.9560,0.8153,0.7106,0.8970
5128,0.9094,0.9566,0.8157,0.7110,0.8976
5129,0.9098,0.9570,0.8161,0.7113,0.8980
5130,0.9099,0.9572,0.8163,0.7114,0.8981
5131,0.9099,0.9571,0.8162,0.7110,0.8981
5132,0.9103,0.9576,0.8166,0.7113,0.8985
5133,0.9104,0.9577,0.8167,0.7113,0.8986
5134,0.9111,0.9584,0.8166,0.7119,0.8985
5135,0.9104,0.9593,0.8161,0.7116,0.8978
5136,0.9098,0.9587,0.8157,0.7112,0.8973
5137,0.9102,0.9592,0.8160,0.7115,0.8977
5138,0.9094,0.9582,0.8152,0.7110,0.8968
5139,0.9093,0.9582,0.8152,0.7106,0.8967
5140,0.9095,0.9584,0.8154,0.7108,0.8970
5141,0.9089,0.9578,0.8148,0.7103,0.8963
5142,0.9094,0.9583,0.8153,0.7107,0.8968
5143,0.9100,0.9589,0.8158,0.7111,0.8974
5144,0.9107,0.9597,0.8158,0.7117,0.8973
5145,0.9108,0.9598,0.8159,0.7118,0.8974
5146,0.9109,0.9599,0.8160,0.7119,0.8975
5147,0.9111,0.9600,0.8161,0.7115,0.8977
5148,0.9113,0.9603,0.8164,0.7117,0.8980
5149,0.9113,0.9611,0.8164,0.7118,0.8979
5150,0.9111,0.9610,0.8163,0.7111,0.8978
5151,0.9116,0.9614,0.8167,0.7115,0.8982
5152,0.9121,0.9620,0.8165,0.7114,0.8988
5153,0.9126,0.9616,0.8169,0.7113,0.8992
5154,0.9120,0.9610,0.8164,0.7112,0.8986
5155,0.9124,0.9614,0.8167,0.7110,0.8990
5156,0.9117,0.9606,0.8161,0.7108,0.8983
5157,0.9118,0.9608,0.8162,0.7109,0.8984
5158,0.9121,0.9610,0.8165,0.7110,0.8987
5159,0.9124,0.9614,0.8168,0.7113,0.8991
5160,0.9124,0.9615,0.8168,0.7113,0.8991
5161,0.9125,0.9615,0.8168,0.7114,0.8991
5162,0.9120,0.9610,0.8164,0.7113,0.8986
5163,0.9126,0.9616,0.8163,0.7113,0.8992
5164,0.9130,0.9620,0.8167,0.7111,0.8996
5165,0.9129,0.9619,0.8167,0.7112,0.8996
5166,0.9133,0.9623,0.8170,0.7115,0.8999
5167,0.9137,0.9627,0.8174,0.7113,0.9003
5168,0.9130,0.9620,0.8167,0.7108,0.8996
5169,0.9134,0.9625,0.8171,0.7111,0.9001
5170,0.9135,0.9625,0.8172,0.7112,0.9001
5171,0.9132,0.9622,0.8169,0.7110,0.8999
5172,0.9131,0.9621,0.8168,0.7108,0.8997
5173,0.9131,0.9621,0.8169,0.7108,0.8998
5174,0.9132,0.9622,0.8169,0.7109,0.8998
5175,0.9126,0.9616,0.8164,0.7105,0.8993
5176,0.9119,0.9609,0.8158,0.7104,0.8986
5177,0.9119,0.9608,0.8157,0.7099,0.8985
5178,0.9125,0.9614,0.8163,0.7103,0.8991
5179,0.9126,0.9616,0.8164,0.7104,0.8992
5180,0.9130,0.9620,0.8167,0.7107,0.8996
5181,0.9135,0.9617,0.8166,0.7112,0.9002
5182,0.9138,0.9620,0.8168,0.7109,0.9004
5183,0.9138,0.9619,0.8169,0.7110,0.9004
5184,0.9139,0.9620,0.8170,0.7111,0.9005
5185,0.9140,0.9621,0.8170,0.7111,0.9006
5186,0.9143,0.9624,0.8173,0.7114,0.9009
5187,0.9143,0.9624,0.8174,0.7115,0.9009
5188,0.9138,0.9619,0.8170,0.7115,0.9005
5189,0.9138,0.9618,0.8171,0.7116,0.9005
5190,0.9142,0.9622,0.8174,0.7114,0.9008
5191,0.9146,0.9626,0.8177,0.7117,0.9012
5192,0.9142,0.9622,0.8174,0.7113,0.9008
5193,0.9141,0.9620,0.8173,0.7118,0.9007
5194,0.9139,0.9618,0.8172,0.7114,0.9005
5195,0.9143,0.9623,0.8169,0.7118,0.9002
5196,0.9142,0.9621,0.8168,0.7116,0.9000
5197,0.9141,0.9621,0.8168,0.7117,0.9000
5198,0.9143,0.9623,0.8170,0.7114,0.9002
5199,0.9142,0.9621,0.8170,0.7114,0.9001
5200,0.9143,0.9622,0.8171,0.7115,0.9002
5201,0.9140,0.9619,0.8168,0.7113,0.8999
5202,0.9140,0.9619,0.8169,0.7115,0.8999
5203,0.9141,0.9619,0.8169,0.7115,0.9000
5204,0.9143,0.9621,0.8171,0.7117,0.9002
5205,0.9142,0.9620,0.8170,0.7117,0.9001
5206,0.9144,0.9623,0.8173,0.7114,0.9003
5207,0.9140,0.9618,0.8169,0.7107,0.8999
5208,0.9146,0.9616,0.8167,0.7112,0.8997
5209,0.9145,0.9615,0.8167,0.7110,0.8997
5210,0.9144,0.9613,0.8167,0.7110,0.8995
5211,0.9146,0.9615,0.8168,0.7111,0.8997
5212,0.9147,0.9617,0.8170,0.7113,0.8999
5213,0.9147,0.9617,0.8169,0.7113,0.8998
5214,0.9142,0.9611,0.8165,0.7109,0.8993
5215,0.9141,0.9609,0.8164,0.7114,0.8992
5216,0.9139,0.9608,0.8163,0.7113,0.8991
5217,0.9143,0.9612,0.8167,0.7117,0.8995
5218,0.9135,0.9603,0.8159,0.7115,0.8986
5219,0.9139,0.9608,0.8163,0.7113,0.8991
5220,0.9133,0.9602,0.8158,0.7111,0.8985
5221,0.9137,0.9606,0.8161,0.7113,0.8989
5222,0.9131,0.9599,0.8156,0.7110,0.8983
5223,0.9138,0.9607,0.8156,0.7115,0.8990
5224,0.9133,0.9602,0.8152,0.7113,0.8985
5225,0.9132,0.9600,0.8150,0.7108,0.8983
5226,0.9135,0.9604,0.8153,0.7111,0.8987
5227,0.9141,0.9610,0.8158,0.7115,0.8992
5228,0.9138,0.9606,0.8156,0.7114,0.8989
5229,0.9139,0.9607,0.8156,0.7114,0.8990
5230,0.9139,0.9607,0.8157,0.7116,0.8990
5231,0.9139,0.9607,0.8158,0.7117,0.8991
5232,0.9139,0.9607,0.8159,0.7118,0.8991
5233,0.9144,0.9612,0.8162,0.7121,0.8995
5234,0.9144,0.9611,0.8163,0.7122,0.8996
5235,0.9136,0.9604,0.8157,0.7119,0.8988
5236,0.9137,0.9605,0.8158,0.7119,0.8989
5237,0.9134,0.9601,0.8154,0.7117,0.8986
5238,0.9136,0.9603,0.8156,0.7119,0.8988
5239,0.9134,0.9601,0.8154,0.7114,0.8986
5240,0.9136,0.9604,0.8157,0.7116,0.8988
5241,0.9130,0.9597,0.8151,0.7114,0.8982
5242,0.9122,0.9589,0.8144,0.7108,0.8975
5243,0.9119,0.9586,0.8141,0.7107,0.8972
5244,0.9124,0.9590,0.8145,0.7110,0.8976
5245,0.9118,0.9584,0.8140,0.7110,0.8970
5246,0.9120,0.9587,0.8142,0.7112,0.8972
5247,0.9119,0.9586,0.8141,0.7110,0.8972
5248,0.9127,0.9594,0.8148,0.7116,0.8979
5249,0.9125,0.9591,0.8146,0.7115,0.8977
5250,0.9126,0.9593,0.8147,0.7116,0.8978
5251,0.9120,0.9587,0.8142,0.7116,0.8973
5252,0.9121,0.9587,0.8143,0.7116,0.8973
5253,0.9125,0.9592,0.8146,0.7119,0.8977
5254,0.9127,0.9594,0.8149,0.7121,0.8980
5255,0.9133,0.9600,0.8147,0.7121,0.8985
5256,0.9132,0.9607,0.8147,0.7121,0.8992
5257,0.9129,0.9605,0.8145,0.7119,0.8989
5258,0.9122,0.9596,0.8138,0.7114,0.8982
5259,0.9117,0.9591,0.8133,0.7111,0.8977
5260,0.9111,0.9585,0.8129,0.7107,0.8971
5261,0.9113,0.9588,0.8130,0.7109,0.8974
5262,0.9119,0.9594,0.8136,0.7114,0.8979
5263,0.9117,0.9592,0.8134,0.7108,0.8978
5264,0.9109,0.9583,0.8127,0.7108,0.8969
5265,0.9112,0.9586,0.8129,0.7110,0.8972
5266,0.9104,0.9578,0.8122,0.7109,0.8964
5267,0.9108,0.9582,0.8126,0.7112,0.8968
5268,0.9115,0.9590,0.8132,0.7118,0.8975
5269,0.9116,0.9591,0.8133,0.7119,0.8976
5270,0.9115,0.9589,0.8132,0.7114,0.8975
5271,0.9111,0.9585,0.8128,0.7113,0.8971
5272,0.9111,0.9593,0.8129,0.7119,0.8979
5273,0.9103,0.9585,0.8122,0.7113,0.8971
5274,0.9109,0.9591,0.8127,0.7117,0.8977
5275,0.9117,0.9600,0.8129,0.7119,0.8985
5276,0.9119,0.9602,0.8130,0.7120,0.8987
5277,0.9115,0.9597,0.8126,0.7114,0.8983
5278,0.9116,0.9599,0.8127,0.7115,0.8984
5279,0.9119,0.9602,0.8130,0.7118,0.8987
5280,0.9111,0.9593,0.8123,0.7113,0.8979
5281,0.9114,0.9597,0.8125,0.7116,0.8982
5282,0.9116,0.9599,0.8127,0.7118,0.8984
5283,0.9120,0.9603,0.8131,0.7121,0.8988
5284,0.9119,0.9610,0.8130,0.7121,0.8994
5285,0.9118,0.9609,0.8130,0.7118,0.8994
5286,0.9121,0.9613,0.8133,0.7120,0.8997
5287,0.9116,0.9607,0.8128,0.7117,0.8992
5288,0.9108,0.9599,0.8121,0.7115,0.8984
5289,0.9102,0.9593,0.8116,0.7109,0.8978
5290,0.9100,0.9590,0.8114,0.7105,0.8976
5291,0.9096,0.9587,0.8111,0.7105,0.8972
5292,0.9102,0.9593,0.8116,0.7109,0.8978
5293,0.9101,0.9600,0.8122,0.7115,0.8985
5294,0.9096,0.9594,0.8117,0.7113,0.8980
5295,0.9089,0.9586,0.8125,0.7110,0.8988
5296,0.9096,0.9594,0.8132,0.7116,0.8988
5297,0.9093,0.9590,0.8128,0.7111,0.8984
5298,0.9086,0.9583,0.8122,0.7108,0.8978
5299,0.9084,0.9581,0.8121,0.7107,0.8976
5300,0.9082,0.9579,0.8119,0.7103,0.8974
5301,0.9084,0.9581,0.8120,0.7104,0.8975
5302,0.9081,0.9578,0.8118,0.7099,0.8973
5303,0.9083,0.9580,0.8120,0.7100,0.8975
5304,0.9088,0.9586,0.8125,0.7104,0.8980
5305,0.9092,0.9589,0.8128,0.7107,0.8983
5306,0.9084,0.9581,0.8121,0.7103,0.8976
5307,0.9088,0.9585,0.8124,0.7106,0.8980
5308,0.9097,0.9594,0.8126,0.7113,0.8981
5309,0.9103,0.9601,0.8131,0.7118,0.8987
5310,0.9106,0.9605,0.8134,0.7120,0.8990
5311,0.9109,0.9607,0.8137,0.7122,0.8993
5312,0.9102,0.9600,0.8130,0.7117,0.8986
5313,0.9099,0.9597,0.8128,0.7112,0.8983
5314,0.9106,0.9604,0.8134,0.7117,0.8990
5315,0.9107,0.9606,0.8135,0.7118,0.8991
5316,0.9104,0.9602,0.8132,0.7112,0.8988
5317,0.9101,0.9599,0.8130,0.7109,0.8985
5318,0.9098,0.9596,0.8127,0.7107,0.8982
5319,0.9107,0.9605,0.8129,0.7104,0.8983
5320,0.9100,0.9598,0.8122,0.7100,0.8976
5321,0.9101,0.9599,0.8123,0.7100,0.8977
5322,0.9109,0.9607,0.8124,0.7107,0.8985
5323,0.9104,0.9603,0.8120,0.7106,0.8981
5324,0.9104,0.9610,0.8120,0.7112,0.8980
5325,0.9106,0.9612,0.8122,0.7113,0.8982
5326,0.9104,0.9619,0.8122,0.7118,0.8989
5327,0.9100,0.9615,0.8118,0.7112,0.8985
5328,0.9095,0.9610,0.8114,0.7112,0.8980
5329,0.9096,0.9611,0.8114,0.7112,0.8980
5330,0.9100,0.9615,0.8118,0.7115,0.8985
5331,0.9096,0.9611,0.8114,0.7113,0.8981
5332,0.9092,0.9607,0.8111,0.7107,0.8977
5333,0.9097,0.9611,0.8115,0.7110,0.8981
5334,0.9089,0.9603,0.8108,0.7105,0.8973
5335,0.9091,0.9605,0.8109,0.7106,0.8975
5336,0.9085,0.9599,0.8104,0.7100,0.8970
5337,0.9091,0.9605,0.8110,0.7105,0.8975
5338,0.9098,0.9613,0.8116,0.7111,0.8975
5339,0.9104,0.9610,0.8122,0.7115,0.8973
5340,0.9104,0.9611,0.8122,0.7115,0.8973
5341,0.9097,0.9603,0.8115,0.7115,0.8967
5342,0.9101,0.9607,0.8119,0.7118,0.8970
5343,0.9094,0.9600,0.8112,0.7113,0.8963
5344,0.9096,0.9602,0.8115,0.7115,0.8966
5345,0.9103,0.9610,0.8121,0.7120,0.8972
5346,0.9096,0.9602,0.8114,0.7119,0.8965
5347,0.9089,0.9595,0.8108,0.7117,0.8958
5348,0.9088,0.9593,0.8107,0.7112,0.8957
5349,0.9088,0.9593,0.8114,0.7119,0.8965
5350,0.9087,0.9592,0.8113,0.7112,0.8964
5351,0.9087,0.9592,0.8113,0.7113,0.8964
5352,0.9092,0.9597,0.8117,0.7116,0.8968
5353,0.9097,0.9603,0.8116,0.7120,0.8974
5354,0.9103,0.9609,0.8115,0.7120,0.8972
5355,0.9103,0.9609,0.8115,0.7118,0.8972
5356,0.9098,0.9603,0.8110,0.7112,0.8967
5357,0.9102,0.9607,0.8114,0.7115,0.8971
5358,0.9104,0.9610,0.8116,0.7117,0.8973
5359,0.9097,0.9603,0.8110,0.7111,0.8966
5360,0.9103,0.9609,0.8115,0.7115,0.8972
5361,0.9106,0.9612,0.8118,0.7117,0.8975
5362,0.9109,0.9615,0.8121,0.7120,0.8978
5363,0.9110,0.9616,0.8122,0.7122,0.8979
5364,0.9111,0.9617,0.8123,0.7123,0.8981
5365,0.9111,0.9625,0.8124,0.7124,0.8980
5366,0.9107,0.9620,0.8120,0.7118,0.8976
5367,0.9108,0.9622,0.8121,0.7119,0.8977
5368,0.9113,0.9627,0.8119,0.7118,0.8975
5369,0.9106,0.9619,0.8113,0.7114,0.8967
5370,0.9107,0.9621,0.8114,0.7116,0.8969
5371,0.9107,0.9621,0.8114,0.7113,0.8968
5372,0.9114,0.9628,0.8114,0.7119,0.8976
5373,0.9112,0.9626,0.8112,0.7117,0.8974
5374,0.9116,0.9630,0.8116,0.7120,0.8978
5375,0.9114,0.9628,0.8115,0.7120,0.8976
5376,0.9114,0.9627,0.8115,0.7121,0.8976
5377,0.9107,0.9619,0.8109,0.7115,0.8968
5378,0.9111,0.9624,0.8113,0.7119,0.8973
5379,0.9114,0.9628,0.8116,0.7121,0.8976
5380,0.9119,0.9633,0.8120,0.7120,0.8981
5381,0.9120,0.9633,0.8121,0.7122,0.8981
5382,0.9121,0.9634,0.8122,0.7123,0.8983
5383,0.9123,0.9636,0.8124,0.7120,0.8985
5384,0.9124,0.9637,0.8126,0.7122,0.8986
5385,0.9124,0.9637,0.8126,0.7122,0.8986
5386,0.9125,0.9638,0.8127,0.7123,0.8987
5387,0.9124,0.9637,0.8126,0.7122,0.8986
5388,0.9123,0.9636,0.8125,0.7117,0.8985
5389,0.9124,0.9637,0.8126,0.7118,0.8986
5390,0.9128,0.9641,0.8129,0.7121,0.8989
5391,0.9127,0.9640,0.8129,0.7122,0.8989
5392,0.9125,0.9637,0.8127,0.7118,0.8987
5393,0.9116,0.9628,0.8120,0.7114,0.8978
5394,0.9117,0.9629,0.8121,0.7115,0.8979
5395,0.9119,0.9631,0.8122,0.7116,0.8981
5396,0.9119,0.9631,0.8122,0.7116,0.8981
5397,0.9115,0.9627,0.8118,0.7113,0.8977
5398,0.9117,0.9629,0.8120,0.7114,0.8979
5399,0.9125,0.9637,0.8121,0.7121,0.8987
5400,0.9120,0.9632,0.8117,0.7116,0.8982
5401,0.9123,0.9636,0.8120,0.7119,0.8985
5402,0.9116,0.9628,0.8113,0.7118,0.8978
5403,0.9117,0.9628,0.8121,0.7125,0.8979
5404,0.9109,0.9621,0.8114,0.7119,0.8972
5405,0.9105,0.9616,0.8110,0.7118,0.8967
5406,0.9099,0.9610,0.8105,0.7115,0.8961
5407,0.9102,0.9613,0.8108,0.7117,0.8964
5408,0.9101,0.9612,0.8107,0.7115,0.8964
5409,0.9104,0.9615,0.8109,0.7117,0.8966
5410,0.9109,0.9620,0.8114,0.7121,0.8971
5411,0.9110,0.9621,0.8115,0.7122,0.8972
5412,0.9115,0.9627,0.8119,0.7121,0.8977
5413,0.9114,0.9633,0.8125,0.7121,0.8983
5414,0.9114,0.9634,0.8125,0.7121,0.8984
5415,0.9115,0.9634,0.8126,0.7122,0.8984
5416,0.9107,0.9626,0.8119,0.7118,0.8977
5417,0.9113,0.9632,0.8124,0.7122,0.8983
5418,0.9117,0.9637,0.8128,0.7126,0.8987
5419,0.9123,0.9643,0.8127,0.7126,0.8993
5420,0.9119,0.9639,0.8124,0.7124,0.8989
5421,0.9123,0.9643,0.8127,0.7126,0.8992
5422,0.9122,0.9642,0.8126,0.7126,0.8992
5423,0.9127,0.9648,0.8131,0.7125,0.8997
5424,0.9132,0.9652,0.8135,0.7123,0.9001
5425,0.9136,0.9657,0.8138,0.7122,0.9005
5426,0.9139,0.9660,0.8141,0.7124,0.9008
